№,Name,Description,Price,Image Url
269,Сотовый телефон Samsung Galaxy A34 5G 6/128GB зеленый,"

Сотовый телефон Samsung Galaxy A34 5G 6/128GB зеленый

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 6/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",24690 сом,/images/product/119866/1680963530_26052900.jpg
270,Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB графит,"

Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB графит

        6.8"" OLED 3088x1440~120Гц; Qualcomm Snapdragon 8 G2; память 8/256GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82050 сом,/images/product/120122/1681572194_86247700.jpg
271,Сотовый телефон Xiaomi Redmi Note 11 Pro Plus 5G 8/256GB черный,"

Сотовый телефон Xiaomi Redmi Note 11 Pro Plus 5G 8/256GB черный

        6.7"" OLED 2400x1080 ~120Гц; процессор Dimensity 920; память 8/256 GB; основная камера 108+8+2 mpx; фронтальная 16 mpx; аккумулятор 4500 мАч; быстрая зарядка 120 Вт; Android 11; GSM 5G            ",26910 сом,/images/product/117307/1676354136_85420400.jpg
272,Сотовый телефон Samsung Galaxy A34 5G 6/128GB черный,"

Сотовый телефон Samsung Galaxy A34 5G 6/128GB черный

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 6/128GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",24600 сом,/images/product/119867/1680963668_65973500.jpg
273,Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB кремовый,"

Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB кремовый

        6.8"" OLED 3088x1440~120Гц; Qualcomm Snapdragon 8 G2; память 8/256GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82050 сом,/images/product/120123/1681572218_24206100.jpg
274,Сотовый телефон Xiaomi Redmi Note 11 Pro Plus 5G 8/256GB голубой,"

Сотовый телефон Xiaomi Redmi Note 11 Pro Plus 5G 8/256GB голубой

        6.7"" OLED 2400x1080 ~120Гц; процессор Dimensity 920; память 8/256 GB; основная камера 108+8+2 mpx; фронтальная 16 mpx; аккумулятор 4500 мАч; быстрая зарядка 120 Вт; Android 11; GSM 5G            ",26910 сом,/images/product/117308/1676354354_67096800.jpg
275,Сотовый телефон Samsung Galaxy S23 Plus 8/512GB черный,"

Сотовый телефон Samsung Galaxy S23 Plus 8/512GB черный

        6.6"" OLED 2340x1080 ~120Гц; Qualcomm Snapdragon 8 G2; память 8/512GB; основная камера 50+10+12 mpx (OIS); фронтальная 12 mpx; аккумулятор 4700 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82130 сом,/images/product/119612/1680532876_65555700.jpg
276,Сотовый телефон Samsung Galaxy A34 5G 8/256GB черный,"

Сотовый телефон Samsung Galaxy A34 5G 8/256GB черный

        6.6"" AMOLED 2340х1080~120Гц; Mediatek Dimensity 1080; память 8/256GB; основная камера 48+8+5 mpx (OIS); фронтальная 13 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",29200 сом,/images/product/119868/1680963674_15498300.jpg
277,Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB зеленый,"

Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB зеленый

        6.8"" OLED 3088x1440~120Гц; Qualcomm Snapdragon 8 G2; память 8/256GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82050 сом,/images/product/120124/1681572324_96573800.jpg
278,Сотовый телефон Xiaomi Redmi 9A 2/32GB голубой,"

Сотовый телефон Xiaomi Redmi 9A 2/32GB голубой

        6.5"" IPS 1600x720 ~60Гц; процессор Helio G25; память 2/32 GB; основная камера 13 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка 10 Вт; Android 10; GSM 4G            ",7710 сом,/images/product/81981/1595752806_94536000.jpg
279,Сотовый телефон Samsung Galaxy A54 5G 6/128GB черный,"

Сотовый телефон Samsung Galaxy A54 5G 6/128GB черный

        6.4"" AMOLED 2340х1080~120Гц; Samsung Exynos 1380; память 6/128GB; основная камера 50+12+5 mpx (OIS); фронтальная 32 mpx; аккумулятор 5000 мАч; быстрая зарядка 25 Вт; Android 13; GSM 5G            ",29650 сом,/images/product/119869/1680965422_18252400.jpg
280,Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB лавандовый,"

Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB лавандовый

        6.8"" OLED 3088x1440~120Гц; Qualcomm Snapdragon 8 G2; память 8/256GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82050 сом,/images/product/120125/1681572432_29768200.jpg
281,Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB черный,"

Сотовый телефон Samsung Galaxy S23 Ultra 8/256GB черный

        6.8"" OLED 3088x1440~120Гц; Qualcomm Snapdragon 8 G2; память 8/256GB; основная камера 200+10+10+12 mpx; фронтальная 12 mpx; аккумулятор 5000 мАч; быстрая зарядка 45 Вт; Android 13; GSM 5G            ",82050 сом,/images/product/120126/1681572556_39841700.jpg
282,Сотовый телефон Apple iPhone SE 2022 4/64GB темная ночь,"

Сотовый телефон Apple iPhone SE 2022 4/64GB темная ночь

        Apple iOS 15; экран 4.7"" IPS; процессор Apple A15 Bionic; память 4/64 GB; основная камера 12 mpx (F/1.8) OIS; фронтальная камера 7 mpx; аккумулятор 2018 mAh; поддержка сетей 5G            ",25130 сом,/images/product/109121/1658750484_07096900.jpg
283,Сотовый телефон Xiaomi Poco F4 GT 5G 8/128GB серебристый,"

Сотовый телефон Xiaomi Poco F4 GT 5G 8/128GB серебристый

        6.7"" OLED 2400x1080 ~120Гц; процессор Snapdragon 8; память 8/128 GB; основная камера 64+8+2 mpx; фронтальная 20 mpx; аккумулятор 4700 мАч; быстрая зарядка 120 Вт; Android 12; GSM 5G            ",32570 сом,/images/product/117313/1676357397_60698300.jpg
284,Сотовый телефон Apple iPhone SE 2022 4/64GB сияющая звезда,"

Сотовый телефон Apple iPhone SE 2022 4/64GB сияющая звезда

        Apple iOS 15; экран 4.7"" IPS; процессор Apple A15 Bionic; память 4/64 GB; основная камера 12 mpx (F/1.8) OIS; фронтальная камера 7 mpx; аккумулятор 2018 mAh; поддержка сетей 5G            ",25130 сом,/images/product/109122/1658750499_74310500.jpg
285,Сотовый телефон Xiaomi Poco F4 GT 5G 8/128GB желтый,"

Сотовый телефон Xiaomi Poco F4 GT 5G 8/128GB желтый

        6.7"" OLED 2400x1080 ~120Гц; процессор Snapdragon 8; память 8/128 GB; основная камера 64+8+2 mpx; фронтальная 20 mpx; аккумулятор 4700 мАч; быстрая зарядка 120 Вт; Android 12; GSM 5G            ",32570 сом,/images/product/117314/1676357400_74701500.jpg
286,Сотовый телефон Apple iPhone SE 2022 4/64GB красный,"

Сотовый телефон Apple iPhone SE 2022 4/64GB красный

        Apple iOS 15; экран 4.7"" IPS; процессор Apple A15 Bionic; память 4/64 GB; основная камера 12 mpx (F/1.8) OIS; фронтальная камера 7 mpx; аккумулятор 2018 mAh; поддержка сетей 5G            ",25130 сом,/images/product/109123/1658750511_43187200.jpg
287,Сотовый телефон Oppo A12 3/32GB черный,"

Сотовый телефон Oppo A12 3/32GB черный

        экран: 6.22"" (1520×720) 60 Гц, оперативная память: 3 ГБ, память: 32 ГБ, слот для карты памяти, двойная камера: 13 МП, 2 МП, аккумулятор: 4230 мА·ч, процессор: MediaTek Helio P35 (MT6765),...            ",6110 сом,/images/product/88645/1612701244_62722900.jpg
288,Сотовый телефон Xiaomi Redmi Note 10S 8/128GB черный,"

Сотовый телефон Xiaomi Redmi Note 10S 8/128GB черный

        экран: 6.43"" (2400x1080), оперативная память: 8 ГБ, память: 128 ГБ, слот для карты памяти, 4 камеры: 64 МП, 8 МП, 2 МП, 2 МП, аккумулятор: 5000 мА·ч, процессор: MediaTek Helio...            ",16470 сом,/images/product/95303/1626169302_51333000.jpg
289,Сотовый телефон Apple iPhone 14 Pro Max 1TB eSIM фиолетовый,"

Сотовый телефон Apple iPhone 14 Pro Max 1TB eSIM фиолетовый

        экран 6.7"" OLED 2796x1290; память 6/1000 GB; процессор Apple A16; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 48+12+12 mpx; фронтальная 12 mpx
             ",139650 сом,/images/product/111179/1667891173_46749300.jpg
290,Сотовый телефон Samsung A04e 3/64GB черный,"

Сотовый телефон Samsung A04e 3/64GB черный

        6.5"" PLS 1600x720 ~60Гц; процессор Helio P35; память 3/64 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 12; GSM 4G            ",8670 сом,/images/product/115276/1671509712_46128700.jpg
291,Сотовый телефон Samsung Galaxy S22 8/128GB черный,"

Сотовый телефон Samsung Galaxy S22 8/128GB черный

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/128 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",53390 сом,/images/product/105293/1649752086_95407900.jpg
292,Сотовый телефон Apple iPhone 14 Pro Max 1TB eSIM космический черный,"

Сотовый телефон Apple iPhone 14 Pro Max 1TB eSIM космический черный

        экран 6.7"" OLED 2796x1290; память 6/1000 GB; процессор Apple A16; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 48+12+12 mpx; фронтальная 12 mpx
             ",136920 сом,/images/product/111181/1663828727_57469300.png
293,Сотовый телефон Samsung A04e 3/64GB голубой,"

Сотовый телефон Samsung A04e 3/64GB голубой

        6.5"" PLS 1600x720 ~60Гц; процессор Helio P35; память 3/64 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 12; GSM 4G            ",8670 сом,/images/product/115277/1671509715_27486800.jpg
294,Сотовый телефон Samsung Galaxy S22 8/128GB белый,"

Сотовый телефон Samsung Galaxy S22 8/128GB белый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/128 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",53390 сом,/images/product/105294/1649752235_95589400.jpg
295,Сотовый телефон Apple iPhone 14 Pro Max 512GB eSIM космический черный,"

Сотовый телефон Apple iPhone 14 Pro Max 512GB eSIM космический черный

        экран 6.7"" OLED 2796x1290; память 6/512 GB; процессор Apple A16; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 48+12+12 mpx; фронтальная 12 mpx
             ",127970 сом,/images/product/111182/1663829591_22064900.png
296,Сотовый телефон Apple iPhone 14 Plus 128GB сияющая звезда,"

Сотовый телефон Apple iPhone 14 Plus 128GB сияющая звезда

        экран 6.7"" OLED 2778х1284; память 6/128 GB; процессор Apple A15; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 12+12 mpx; фронтальная 12 mpx            ",78620 сом,/images/product/112974/1667069177_83440800.jpg
297,Сотовый телефон Samsung A04e 3/64GB медный,"

Сотовый телефон Samsung A04e 3/64GB медный

        6.5"" PLS 1600x720 ~60Гц; процессор Helio P35; память 3/64 GB; основная камера 13+2 mpx; фронтальная 5 mpx; аккумулятор 5000 мАч; быстрая зарядка нет; Android 12; GSM 4G            ",8670 сом,/images/product/115278/1671509720_02356400.jpg
298,Сотовый телефон Xiaomi 12X 8/256GB голубой,"

Сотовый телефон Xiaomi 12X 8/256GB голубой

        6.3"" OLED 2400x1080 ~120Гц; процессор Snapdragon 870; память 8/256 GB; основная камера 50+13+5 mpx; фронтальная 32 mpx; аккумулятор 4500 мАч; быстрая зарядка 67 Вт; Android 12; GSM 5G            ",47080 сом,/images/product/104271/1647325756_04816700.jpg
299,Сотовый телефон Samsung Galaxy S22 8/128GB розовый,"

Сотовый телефон Samsung Galaxy S22 8/128GB розовый

        6.1"" OLED 2340x1080 ~120Гц; процессор Exynos 2200; память 8/128 GB; основная камера 50+10+12 mpx; фронтальная 10 mpx; аккумулятор 3700 мАч; быстрая зарядка 25 Вт; Android 12; GSM 5G            ",53390 сом,/images/product/105295/1649753441_00343800.jpg
300,Сотовый телефон Apple iPhone 14 Pro Max 512GB eSIM серебристый,"

Сотовый телефон Apple iPhone 14 Pro Max 512GB eSIM серебристый

        экран 6.7"" OLED 2796x1290; память 6/512 GB; процессор Apple A16; аккумулятор 4323 mAh; ОС Apple iOS 16; GSM 5G; камеры 48+12+12 mpx; фронтальная 12 mpx
             ",127970 сом,/images/product/111183/1663829616_39063400.png
